,Well,X,Y,NTG
0,201-901,201,901,0.29582671212329253
1,201-902,201,902,0.2916346703396816
2,201-903,201,903,0.2821947102960761
3,201-904,201,904,0.27828758129232445
4,201-905,201,905,0.2803043180480763
5,201-906,201,906,0.2803037017933312
6,201-908,201,908,0.29245004614711523
7,201-909,201,909,0.30471726167595053
8,201-910,201,910,0.31859837367703786
9,201-911,201,911,0.32604953395365166
10,201-912,201,912,0.33391183174631556
11,201-913,201,913,0.3476663702671632
12,201-915,201,915,0.3527750937916173
13,201-916,201,916,0.36035310773871815
14,201-917,201,917,0.3631989486605533
15,201-918,201,918,0.3716613488840927
16,201-919,201,919,0.37557130692782364
17,201-920,201,920,0.37713142861765725
18,201-921,201,921,0.38483800537208107
19,201-922,201,922,0.3916373116379529
20,201-923,201,923,0.39226740931659937
21,201-925,201,925,0.38278989631276233
22,201-926,201,926,0.3665993217611865
23,201-927,201,927,0.35675106295004977
24,201-928,201,928,0.35104845751929975
25,201-929,201,929,0.34737561670282213
26,201-930,201,930,0.34308161437525925
27,202-901,202,901,0.29300365006680207
28,202-902,202,902,0.2868390330327446
29,202-903,202,903,0.2753201355363613
30,202-904,202,904,0.27223070479688827
31,202-905,202,905,0.27057491523351507
32,202-906,202,906,0.2711226653745136
33,202-907,202,907,0.278989817209403
34,202-908,202,908,0.28865366589358443
35,202-909,202,909,0.2971728107954162
36,202-910,202,910,0.3099531219654697
37,202-911,202,911,0.32384221992818446
38,202-912,202,912,0.33140392030925925
39,202-913,202,913,0.344102719078039
40,202-914,202,914,0.3493737773597674
41,202-915,202,915,0.3505175664282124
42,202-916,202,916,0.35942002968046555
43,202-917,202,917,0.3622882289704735
44,202-918,202,918,0.3704423134464894
45,202-919,202,919,0.37431114038628377
46,202-920,202,920,0.3765089549311664
47,202-921,202,921,0.3902146669288869
48,202-923,202,923,0.3885244051888129
49,202-924,202,924,0.3839914915374688
50,202-926,202,926,0.3610810679730774
51,202-927,202,927,0.3531903352093226
52,202-928,202,928,0.3477751065627793
53,202-929,202,929,0.3445454444457162
54,202-930,202,930,0.34067995305260257
55,203-901,203,901,0.2910327787721581
56,203-903,203,903,0.27050392077909463
57,203-904,203,904,0.25819728961572397
58,203-905,203,905,0.2636316283208799
59,203-907,203,907,0.27138269742370347
60,203-908,203,908,0.2863388888390737
61,203-909,203,909,0.2954076476046736
62,203-910,203,910,0.30805039287001124
63,203-911,203,911,0.31481859528395717
64,203-912,203,912,0.32777443219613306
65,203-913,203,913,0.3396865085048843
66,203-914,203,914,0.3443703125428151
67,203-915,203,915,0.3477976981339812
68,203-916,203,916,0.3581398988528663
69,203-917,203,917,0.36095548635220387
70,203-918,203,918,0.3684698298198504
71,203-919,203,919,0.37162824122292565
72,203-920,203,920,0.3761225161194259
73,203-921,203,921,0.3819048464303148
74,203-922,203,922,0.3795121607186601
75,203-923,203,923,0.37546425608249684
76,203-924,203,924,0.3698565330804562
77,203-925,203,925,0.3618921420790408
78,203-926,203,926,0.3551029642928903
79,203-927,203,927,0.34905094435701683
80,203-928,203,928,0.34429740516645635
