,Well,X,Y,NTG
0,201-901,201,901,0.24569365072997754
1,201-902,201,902,0.24273446640722618
2,201-903,201,903,0.24067154577337543
3,201-904,201,904,0.23828859341343162
4,201-905,201,905,0.23575590655148126
5,201-906,201,906,0.2302686145576569
6,201-908,201,908,0.23539389454687173
7,201-909,201,909,0.25069517019533444
8,201-910,201,910,0.27555353174524044
9,201-911,201,911,0.2850909763425381
10,201-912,201,912,0.2959700667150544
11,201-913,201,913,0.3167272736390857
12,201-915,201,915,0.34461133348658407
13,201-916,201,916,0.34190901355058273
14,201-917,201,917,0.35233556820582196
15,201-918,201,918,0.3613683904932471
16,201-919,201,919,0.37445393660940773
17,201-920,201,920,0.3813034804792225
18,201-921,201,921,0.3949085008359236
19,201-922,201,922,0.40060614273983647
20,201-923,201,923,0.4022207134657166
21,201-925,201,925,0.39511799065777914
22,201-926,201,926,0.38410041772563364
23,201-927,201,927,0.37531641897882767
24,201-928,201,928,0.3626219628019244
25,201-929,201,929,0.35700290266323303
26,201-930,201,930,0.3476532597687767
27,202-901,202,901,0.24745864252143143
28,202-902,202,902,0.24729212667252937
29,202-903,202,903,0.24138272955628245
30,202-904,202,904,0.2376249704589892
31,202-905,202,905,0.2363988107353313
32,202-906,202,906,0.23508595150504633
33,202-907,202,907,0.23161920904590785
34,202-908,202,908,0.24165184188202876
35,202-909,202,909,0.251885700547335
36,202-910,202,910,0.2767741069989766
37,202-911,202,911,0.28570235907534663
38,202-912,202,912,0.30040864533815503
39,202-913,202,913,0.310015469492601
40,202-914,202,914,0.3294724159233017
41,202-915,202,915,0.34011141919105936
42,202-916,202,916,0.3395666310173948
43,202-917,202,917,0.3412596574638552
44,202-918,202,918,0.3578714024051769
45,202-919,202,919,0.37154536470447
46,202-920,202,920,0.37925798375851694
47,202-921,202,921,0.3910702456594737
48,202-923,202,923,0.4001998890612222
49,202-924,202,924,0.39791530747255005
50,202-926,202,926,0.3827931291208983
51,202-927,202,927,0.3723093438692735
52,202-928,202,928,0.35282519878699015
53,202-929,202,929,0.3475201031030449
54,202-930,202,930,0.34450798689923245
55,203-901,203,901,0.2455894315986907
56,203-903,203,903,0.24210930113986576
57,203-904,203,904,0.23388030300474275
58,203-905,203,905,0.23589515153713123
59,203-907,203,907,0.2334275553506971
60,203-908,203,908,0.23781678643293544
61,203-909,203,909,0.24703390999221797
62,203-910,203,910,0.2794148106246265
63,203-911,203,911,0.28727523083792317
64,203-912,203,912,0.2989436379084316
65,203-913,203,913,0.31769198653227065
66,203-914,203,914,0.3315723379859251
67,203-915,203,915,0.3323278024730834
68,203-916,203,916,0.32532258987423296
69,203-917,203,917,0.34373781535417897
70,203-918,203,918,0.3538604735188874
71,203-919,203,919,0.3599020639968324
72,203-920,203,920,0.3736774035400587
73,203-921,203,921,0.38204529165606893
74,203-922,203,922,0.38861221712188043
75,203-923,203,923,0.3879096639137758
76,203-924,203,924,0.38889812044767236
77,203-925,203,925,0.3890156377952305
78,203-926,203,926,0.37800531468182774
79,203-927,203,927,0.357129019120517
80,203-928,203,928,0.3484893674302533
81,203-930,203,930,0.3397284022504807
82,204-901,204,901,0.24324004885719916
83,204-902,204,902,0.242492024386282
84,204-903,204,903,0.23741461369052988
85,204-905,204,905,0.23237326278331594
86,204-906,204,906,0.23265709600124332
87,204-908,204,908,0.23725722457996942
88,204-909,204,909,0.2512429789445142
89,204-910,204,910,0.27104975629089667
90,204-911,204,911,0.2873708121643229
91,204-912,204,912,0.31077898686972527
92,204-913,204,913,0.32493794741990034
93,204-914,204,914,0.32823383339452944
94,204-915,204,915,0.33011264800450696
95,204-916,204,916,0.32898893484264513
96,204-917,204,917,0.3404359368674522
97,204-918,204,918,0.34511042330072766
98,204-919,204,919,0.3525532709590616
99,204-920,204,920,0.3630426567122356
100,204-921,204,921,0.36898863013430316
101,204-922,204,922,0.3737160230014741
102,204-923,204,923,0.37461857068587556
103,204-924,204,924,0.3817412290385325
104,204-926,204,926,0.36706696530446054
105,204-927,204,927,0.351838021015243
106,204-928,204,928,0.3419396497073234
107,204-929,204,929,0.3361093717879709
108,204-930,204,930,0.33252355156430763
109,205-901,205,901,0.2414775729221199
110,205-902,205,902,0.2392312356618279
111,205-903,205,903,0.23469660269011638
112,205-904,205,904,0.23428167033223152
113,205-905,205,905,0.22942337014503658
114,205-906,205,906,0.2330146548495623
115,205-907,205,907,0.23270276326613024
116,205-908,205,908,0.2426053116670886
117,205-909,205,909,0.25660042513287246
118,205-910,205,910,0.27773386286192886
119,205-912,205,912,0.30876521709653754
120,205-913,205,913,0.3217293542946755
121,205-914,205,914,0.3265292587430992
122,205-915,205,915,0.3296330948973735
123,205-917,205,917,0.33955117705293125
124,205-918,205,918,0.3474015061664578
125,205-919,205,919,0.34778852614899614
126,205-920,205,920,0.352289029324184
127,205-921,205,921,0.3599081244787899
128,205-922,205,922,0.36358823137770857
129,205-924,205,924,0.3731290863626148
130,205-925,205,925,0.36965317440683526
131,205-926,205,926,0.34678476596330976
132,205-928,205,928,0.3290152992908058
133,205-929,205,929,0.3170897241854864
134,205-930,205,930,0.31684069569173356
135,206-901,206,901,0.2458003227860147
136,206-902,206,902,0.23985293271067823
137,206-903,206,903,0.2372701219744869
138,206-904,206,904,0.23471534955262582
139,206-905,206,905,0.23023426570671354
140,206-906,206,906,0.2328514945848124
141,206-907,206,907,0.23283236154519418
142,206-908,206,908,0.2449929429396798
143,206-909,206,909,0.26964203345632065
144,206-910,206,910,0.29160528595508095
145,206-911,206,911,0.3001365236914101
146,206-913,206,913,0.32037525189258426
147,206-915,206,915,0.34094151311046267
