,Well,X,Y,NTG
0,201-901,201,901,0.22945205516844244
1,201-902,201,902,0.2292353478788842
2,201-903,201,903,0.22671730660301115
3,201-904,201,904,0.22365604835922792
4,201-905,201,905,0.22094776838685148
5,201-906,201,906,0.21633175897728033
6,201-908,201,908,0.23048726827384466
7,201-909,201,909,0.24345988336410954
8,201-910,201,910,0.26598322263249546
9,201-911,201,911,0.27812587266068195
10,201-912,201,912,0.3151832692198597
11,201-913,201,913,0.32930019762061347
12,201-915,201,915,0.33630814509239204
13,201-916,201,916,0.346105176981234
14,201-917,201,917,0.3638507758084194
15,201-918,201,918,0.37144319162018846
16,201-919,201,919,0.37720864526717596
17,201-920,201,920,0.4006060213784291
18,201-921,201,921,0.4059373902245474
19,201-922,201,922,0.41276101465668996
20,201-923,201,923,0.4144780505504222
21,201-925,201,925,0.4103200435100652
22,201-926,201,926,0.4026987033288088
23,201-927,201,927,0.3961800240191077
24,201-928,201,928,0.3718933218447892
25,201-929,201,929,0.36643313654916837
26,201-930,201,930,0.34267768845539415
27,202-901,202,901,0.23400473317027906
28,202-902,202,902,0.23622385387803924
29,202-903,202,903,0.23001876403154417
30,202-904,202,904,0.2247779844703378
31,202-905,202,905,0.22359262099592742
32,202-906,202,906,0.22288303303195267
33,202-907,202,907,0.21995836439890484
34,202-908,202,908,0.22101395918398065
35,202-909,202,909,0.2547647624844809
36,202-910,202,910,0.2670475876026186
37,202-911,202,911,0.2875407697817093
38,202-912,202,912,0.32127203926376663
39,202-913,202,913,0.32749844021385727
40,202-914,202,914,0.33307288579183936
41,202-915,202,915,0.3297055653926123
42,202-916,202,916,0.3311393752856777
43,202-917,202,917,0.3427219462360813
44,202-918,202,918,0.3534397822231702
45,202-919,202,919,0.3744341176484895
46,202-920,202,920,0.387593588360111
47,202-921,202,921,0.4062010983126519
48,202-923,202,923,0.41101890736107494
49,202-924,202,924,0.40930410719911037
50,202-926,202,926,0.40052419275960904
51,202-927,202,927,0.3767830778328584
52,202-928,202,928,0.3666535430057658
53,202-929,202,929,0.3440637160101956
54,202-930,202,930,0.3405927998499155
55,203-901,203,901,0.23756841515614355
56,203-903,203,903,0.2313865867040678
57,203-904,203,904,0.22281454857070354
58,203-905,203,905,0.22476004902940783
59,203-907,203,907,0.22232907924844647
60,203-908,203,908,0.22211237808262624
61,203-909,203,909,0.25541019801197784
62,203-910,203,910,0.2660984180132197
63,203-911,203,911,0.29722641711655434
64,203-912,203,912,0.31589136168576026
65,203-913,203,913,0.31952935533887955
66,203-914,203,914,0.32230811384830144
67,203-915,203,915,0.3229513718489749
68,203-916,203,916,0.3382208688428113
69,203-917,203,917,0.3385461800766505
70,203-918,203,918,0.3410125168183019
71,203-919,203,919,0.3578862127987128
72,203-920,203,920,0.366461636392854
73,203-921,203,921,0.39849332490358325
74,203-922,203,922,0.402274288056894
75,203-923,203,923,0.4023033360493166
76,203-924,203,924,0.40183022951913355
77,203-925,203,925,0.4018691934995016
78,203-926,203,926,0.3898092787630275
79,203-927,203,927,0.3722487073974504
80,203-928,203,928,0.34846007456379563
81,203-930,203,930,0.3282901305204538
82,204-901,204,901,0.23275772246945192
83,204-902,204,902,0.23402075686582455
84,204-903,204,903,0.22519897161096333
85,204-905,204,905,0.22002129068655804
86,204-906,204,906,0.21951525940562694
87,204-908,204,908,0.23203831409994555
88,204-909,204,909,0.2615611810469878
89,204-910,204,910,0.28182211595886963
