,Well,X,Y,NTG
0,201-901,201,901,0.29789509965469324
1,201-902,201,902,0.29300767881236706
2,201-903,201,903,0.28938815398718076
3,201-904,201,904,0.2848108524591896
4,201-905,201,905,0.2845076777483509
5,201-906,201,906,0.28687537836351734
6,201-908,201,908,0.2947005185762912
7,201-909,201,909,0.3110201447488968
8,201-910,201,910,0.31829209026263866
9,201-911,201,911,0.3254005587238378
10,201-912,201,912,0.3329939085968146
11,201-913,201,913,0.3434894822241457
12,201-915,201,915,0.3529190483097778
13,201-916,201,916,0.3533908298763103
14,201-917,201,917,0.3623052839852142
15,201-918,201,918,0.3665249825772136
16,201-919,201,919,0.37012182476013694
17,201-920,201,920,0.3753512815329452
18,201-921,201,921,0.38008006621026513
19,201-922,201,922,0.38993200063581335
20,201-923,201,923,0.39112595257681165
21,201-925,201,925,0.3830170430633842
22,201-926,201,926,0.36557438661536545
23,201-927,201,927,0.3579899697753638
24,201-928,201,928,0.3524592150589921
25,201-929,201,929,0.3453920304494962
26,201-930,201,930,0.34291790488303103
27,202-901,202,901,0.2951593433449531
28,202-902,202,902,0.2890502258097411
29,202-903,202,903,0.2821622061944901
30,202-904,202,904,0.27828837259946904
31,202-905,202,905,0.27536362022472727
32,202-906,202,906,0.2764006113367633
33,202-907,202,907,0.28106211571828543
34,202-908,202,908,0.29074711919640056
35,202-909,202,909,0.2992901853244466
36,202-910,202,910,0.31603791644713314
37,202-911,202,911,0.32328162595801446
38,202-912,202,912,0.3305470646991742
39,202-913,202,913,0.3393231922240065
40,202-914,202,914,0.3490645428432579
41,202-915,202,915,0.3507718815289353
42,202-916,202,916,0.3525068491356349
43,202-917,202,917,0.3614672510384579
44,202-918,202,918,0.3654832424729476
45,202-919,202,919,0.36906341079099675
46,202-920,202,920,0.3747304710681159
47,202-921,202,921,0.38569229019124196
48,202-923,202,923,0.3870136731742834
49,202-924,202,924,0.38418429678723165
50,202-926,202,926,0.36212679436779405
51,202-927,202,927,0.3544737949914012
52,202-928,202,928,0.3490991968371652
53,202-929,202,929,0.34303294158324144
54,202-930,202,930,0.34061795674590234
55,203-901,203,901,0.2932592107535614
56,203-903,203,903,0.27275698402700177
57,203-904,203,904,0.2633464267820518
58,203-905,203,905,0.2654361629066282
59,203-907,203,907,0.2760497969972436
60,203-908,203,908,0.2884906844957268
