,Well,X,Y,NTG
0,201-901,201,901,0.32155999999999996
1,201-902,201,902,0.32155999999999996
2,201-903,201,903,0.30873
3,201-904,201,904,0.30873
4,201-905,201,905,0.30873
5,201-906,201,906,0.306
6,201-908,201,908,0.32082
7,201-909,201,909,0.32082
8,201-910,201,910,0.32388
9,201-911,201,911,0.32388
10,201-912,201,912,0.34517999999999993
11,201-913,201,913,0.34518
12,201-915,201,915,0.34518
13,201-916,201,916,0.35994000000000004
14,201-917,201,917,0.35994
15,201-918,201,918,0.36929
16,201-919,201,919,0.36929
17,201-920,201,920,0.36929
18,201-921,201,921,0.36951999999999996
19,201-922,201,922,0.3517
20,201-923,201,923,0.3517
21,201-925,201,925,0.34839
22,201-926,201,926,0.34839
23,201-927,201,927,0.34839
24,201-928,201,928,0.34839
25,201-929,201,929,0.34839
26,201-930,201,930,0.34839
27,202-901,202,901,0.32155999999999996
28,202-902,202,902,0.32155999999999996
29,202-903,202,903,0.30873
30,202-904,202,904,0.30873
31,202-905,202,905,0.30873
32,202-906,202,906,0.30212
33,202-907,202,907,0.306
34,202-908,202,908,0.306
35,202-909,202,909,0.32082
36,202-910,202,910,0.32082
37,202-911,202,911,0.32388
38,202-912,202,912,0.34517999999999993
39,202-913,202,913,0.34518
40,202-914,202,914,0.34518
41,202-915,202,915,0.34518
42,202-916,202,916,0.35814
43,202-917,202,917,0.36865
44,202-918,202,918,0.36865
45,202-919,202,919,0.36929
46,202-920,202,920,0.36929000000000006
47,202-921,202,921,0.36951999999999996
48,202-923,202,923,0.3517
49,202-924,202,924,0.34839
50,202-926,202,926,0.34839
51,202-927,202,927,0.34839
52,202-928,202,928,0.34839
53,202-929,202,929,0.34839
54,202-930,202,930,0.34839
55,203-901,203,901,0.32172999999999996
56,203-903,203,903,0.32104
57,203-904,203,904,0.30873
58,203-905,203,905,0.30873
59,203-907,203,907,0.30212
60,203-908,203,908,0.30212
61,203-909,203,909,0.30211999999999994
62,203-910,203,910,0.32082
63,203-911,203,911,0.32082
64,203-912,203,912,0.32388000000000006
65,203-913,203,913,0.34518000000000004
66,203-914,203,914,0.34518
67,203-915,203,915,0.35814
68,203-916,203,916,0.35814
69,203-917,203,917,0.36865
70,203-918,203,918,0.36865
71,203-919,203,919,0.36865000000000003
72,203-920,203,920,0.36929000000000006
73,203-921,203,921,0.36952
74,203-922,203,922,0.3517
75,203-923,203,923,0.35207
76,203-924,203,924,0.34839
77,203-925,203,925,0.34839
78,203-926,203,926,0.34839
79,203-927,203,927,0.34839
80,203-928,203,928,0.34839
81,203-930,203,930,0.34839
82,204-901,204,901,0.32172999999999996
83,204-902,204,902,0.32172999999999996
84,204-903,204,903,0.32104
85,204-905,204,905,0.30873
86,204-906,204,906,0.30873
87,204-908,204,908,0.30212
88,204-909,204,909,0.30212
89,204-910,204,910,0.32082
90,204-911,204,911,0.32082
91,204-912,204,912,0.32388000000000006
92,204-913,204,913,0.33525000000000005
93,204-914,204,914,0.34518
94,204-915,204,915,0.35814
95,204-916,204,916,0.35814
96,204-917,204,917,0.36865
97,204-918,204,918,0.36865
98,204-919,204,919,0.36865
99,204-920,204,920,0.36865000000000003
100,204-921,204,921,0.37658
101,204-922,204,922,0.36716000000000004
102,204-923,204,923,0.35207
103,204-924,204,924,0.34839
104,204-926,204,926,0.34839
105,204-927,204,927,0.34839
106,204-928,204,928,0.34839
107,204-929,204,929,0.34839
108,204-930,204,930,0.34551999999999994
109,205-901,205,901,0.32172999999999996
110,205-902,205,902,0.32172999999999996
111,205-903,205,903,0.32104
112,205-904,205,904,0.32104
113,205-905,205,905,0.32104
114,205-906,205,906,0.30873
115,205-907,205,907,0.30873
116,205-908,205,908,0.30212
117,205-909,205,909,0.30212
118,205-910,205,910,0.30211999999999994
119,205-912,205,912,0.32082
120,205-913,205,913,0.33262
121,205-914,205,914,0.33525
122,205-915,205,915,0.35814
123,205-917,205,917,0.36865000000000003
124,205-918,205,918,0.36865
125,205-919,205,919,0.36865
126,205-920,205,920,0.36865000000000003
127,205-921,205,921,0.36888000000000004
128,205-922,205,922,0.35958
129,205-924,205,924,0.34839
130,205-925,205,925,0.34839
131,205-926,205,926,0.34839
132,205-928,205,928,0.34839
133,205-929,205,929,0.34551999999999994
134,205-930,205,930,0.34551999999999994
135,206-901,206,901,0.32172999999999996
136,206-902,206,902,0.32172999999999996
137,206-903,206,903,0.32172999999999996
138,206-904,206,904,0.32104
139,206-905,206,905,0.32104
140,206-906,206,906,0.31043
141,206-907,206,907,0.30873
142,206-908,206,908,0.29713
143,206-909,206,909,0.30212
144,206-910,206,910,0.30212
145,206-911,206,911,0.31194999999999995
146,206-913,206,913,0.33233
147,206-915,206,915,0.34835000000000005
148,206-916,206,916,0.36699000000000004
149,206-917,206,917,0.36699000000000004
150,206-918,206,918,0.36865000000000003
151,206-919,206,919,0.36865
152,206-920,206,920,0.36865
153,206-921,206,921,0.36924999999999997
154,206-922,206,922,0.36924999999999997
155,206-923,206,923,0.35958
156,206-924,206,924,0.34839000000000003
157,206-925,206,925,0.34839
158,206-926,206,926,0.34839
159,206-927,206,927,0.34839
160,206-928,206,928,0.34839
161,206-930,206,930,0.34551999999999994
162,207-901,207,901,0.31923999999999997
163,207-902,207,902,0.31923999999999997
164,207-903,207,903,0.32172999999999996
165,207-904,207,904,0.32172999999999996
166,207-905,207,905,0.31043
167,207-906,207,906,0.31043
168,207-908,207,908,0.29713
169,207-909,207,909,0.29713
170,207-911,207,911,0.31194999999999995
171,207-913,207,913,0.32491
172,207-914,207,914,0.33671
173,207-915,207,915,0.36109
174,207-916,207,916,0.36109
175,207-917,207,917,0.36109
176,207-918,207,918,0.36699
177,207-920,207,920,0.36902
178,207-921,207,921,0.37776
179,207-922,207,922,0.36924999999999997
180,207-923,207,923,0.36039
181,207-924,207,924,0.34774999999999995
182,207-925,207,925,0.34839
183,207-926,207,926,0.34839
184,207-928,207,928,0.34552
185,207-929,207,929,0.34551999999999994
186,208-901,208,901,0.31923999999999997
187,208-902,208,902,0.31923999999999997
188,208-903,208,903,0.31923999999999997
189,208-904,208,904,0.31923999999999997
190,208-905,208,905,0.31855
191,208-906,208,906,0.31043000000000004
192,208-907,208,907,0.31043
193,208-908,208,908,0.3107
194,208-909,208,909,0.29713
195,208-910,208,910,0.29713
196,208-911,208,911,0.30212
197,208-912,208,912,0.31521999999999994
198,208-913,208,913,0.32894
199,208-914,208,914,0.34031
200,208-916,208,916,0.36109
201,208-917,208,917,0.36109
202,208-918,208,918,0.36109
203,208-920,208,920,0.38342
204,208-921,208,921,0.37776
205,208-922,208,922,0.36077000000000004
206,208-923,208,923,0.36039
207,208-924,208,924,0.34295000000000003
208,208-926,208,926,0.33846
209,208-927,208,927,0.33651
210,208-928,208,928,0.33651
211,208-929,208,929,0.33651
212,208-930,208,930,0.33651
213,209-901,209,901,0.31923999999999997
214,209-902,209,902,0.31923999999999997
215,209-903,209,903,0.31923999999999997
216,209-904,209,904,0.31923999999999997
217,209-905,209,905,0.31924
218,209-906,209,906,0.31855
219,209-907,209,907,0.31043
220,209-908,209,908,0.3107
221,209-909,209,909,0.31070000000000003
222,209-910,209,910,0.29713
223,209-911,209,911,0.31522
224,209-912,209,912,0.31522
225,209-913,209,913,0.33765
226,209-914,209,914,0.33933
227,209-915,209,915,0.35613
228,209-917,209,917,0.35919
229,209-918,209,918,0.36584000000000005
230,209-919,209,919,0.36584
231,209-920,209,920,0.37585999999999997
232,209-921,209,921,0.37493999999999994
233,209-922,209,922,0.37494
234,209-923,209,923,0.36077000000000004
235,209-924,209,924,0.34295
236,209-925,209,925,0.33458
237,209-926,209,926,0.33171
238,209-927,209,927,0.33171
239,209-928,209,928,0.33651
240,209-929,209,929,0.33651
241,209-930,209,930,0.33651
242,210-901,210,901,0.31924
243,210-902,210,902,0.31924
244,210-903,210,903,0.31923999999999997
245,210-904,210,904,0.31923999999999997
246,210-905,210,905,0.31923999999999997
247,210-906,210,906,0.31924
248,210-907,210,907,0.31855
249,210-908,210,908,0.30821
250,210-909,210,909,0.30821
251,210-910,210,910,0.30576
252,210-911,210,911,0.31689
253,210-912,210,912,0.32067
254,210-913,210,913,0.3256
255,210-915,210,915,0.35613
256,210-917,210,917,0.3542
257,210-918,210,918,0.35274
258,210-919,210,919,0.35273999999999994
259,210-920,210,920,0.36275999999999997
260,210-921,210,921,0.36017999999999994
261,210-922,210,922,0.36184000000000005
262,210-924,210,924,0.34104999999999996
263,210-925,210,925,0.32924
264,210-926,210,926,0.33171000000000006
265,210-927,210,927,0.33171000000000006
266,210-928,210,928,0.33171
267,210-929,210,929,0.33211
268,210-930,210,930,0.33211
269,211-901,211,901,0.31924
270,211-902,211,902,0.31924
271,211-903,211,903,0.31924
272,211-904,211,904,0.31924
273,211-905,211,905,0.31924
274,211-906,211,906,0.31923999999999997
275,211-907,211,907,0.31855
276,211-908,211,908,0.30821
277,211-909,211,909,0.30821
278,211-910,211,910,0.32897999999999994
279,211-911,211,911,0.32237
280,211-912,211,912,0.32067
281,211-913,211,913,0.33204
282,211-915,211,915,0.34884
283,211-916,211,916,0.34968
284,211-917,211,917,0.34968
285,211-918,211,918,0.35274000000000005
286,211-920,211,920,0.36276
287,211-921,211,921,0.36275999999999997
288,211-922,211,922,0.36407
289,211-923,211,923,0.36184000000000005
290,211-925,211,925,0.32697999999999994
291,211-926,211,926,0.32698
292,211-929,211,929,0.33211
293,211-930,211,930,0.33211
294,212-901,212,901,0.31924
295,212-902,212,902,0.31924
296,212-903,212,903,0.31924
297,212-906,212,906,0.31924
298,212-907,212,907,0.31924
299,212-908,212,908,0.33543
300,212-909,212,909,0.32897999999999994
301,212-910,212,910,0.32897999999999994
302,212-911,212,911,0.32237
303,212-912,212,912,0.32237
304,212-913,212,913,0.33204
305,212-914,212,914,0.34884
306,212-915,212,915,0.34884
307,212-916,212,916,0.34884
308,212-917,212,917,0.34968000000000005
309,212-918,212,918,0.34968000000000005
310,212-919,212,919,0.36276
311,212-920,212,920,0.36276
312,212-922,212,922,0.36378
313,212-923,212,923,0.36407
314,212-924,212,924,0.34683
315,212-925,212,925,0.33229000000000003
316,212-926,212,926,0.33365999999999996
317,212-927,212,927,0.32738
318,212-928,212,928,0.32738
319,212-929,212,929,0.32759
320,212-930,212,930,0.32758999999999994
321,213-901,213,901,0.31924
322,213-902,213,902,0.31924
323,213-903,213,903,0.31924
324,213-904,213,904,0.31923999999999997
325,213-905,213,905,0.32302
326,213-906,213,906,0.32302
327,213-907,213,907,0.33612
328,213-908,213,908,0.33612
329,213-909,213,909,0.33543
330,213-910,213,910,0.32897999999999994
331,213-911,213,911,0.32898
332,213-912,213,912,0.32237
333,213-913,213,913,0.34098
334,213-914,213,914,0.34098
335,213-915,213,915,0.34883999999999993
336,213-916,213,916,0.35203999999999996
337,213-917,213,917,0.35204
338,213-918,213,918,0.35204
339,213-919,213,919,0.3574
340,213-920,213,920,0.36378
341,213-921,213,921,0.36378
342,213-922,213,922,0.36378
343,213-923,213,923,0.34876999999999997
344,213-924,213,924,0.34906000000000004
345,213-925,213,925,0.33738999999999997
346,213-926,213,926,0.33738999999999997
347,213-927,213,927,0.33406
348,213-928,213,928,0.33405999999999997
349,213-929,213,929,0.33405999999999997
350,213-930,213,930,0.32101999999999997
351,214-901,214,901,0.32427
352,214-902,214,902,0.32427
353,214-903,214,903,0.32805
354,214-905,214,905,0.32302
355,214-906,214,906,0.33612
356,214-907,214,907,0.33612
357,214-908,214,908,0.33612000000000003
358,214-909,214,909,0.33543
359,214-910,214,910,0.32898000000000005
360,214-911,214,911,0.32897999999999994
361,214-912,214,912,0.32236999999999993
362,214-913,214,913,0.34085
363,214-914,214,914,0.34097999999999995
364,214-915,214,915,0.34418000000000004
365,214-916,214,916,0.35204
366,214-917,214,917,0.35204
367,214-919,214,919,0.3574
368,214-920,214,920,0.36378
369,214-921,214,921,0.36378
370,214-922,214,922,0.36378
371,214-923,214,923,0.36090999999999995
372,214-924,214,924,0.35612999999999995
373,214-925,214,925,0.34848
374,214-926,214,926,0.33738999999999997
375,214-927,214,927,0.33739
376,214-928,214,928,0.33406
377,214-929,214,929,0.32102
378,214-930,214,930,0.32102
379,215-901,215,901,0.33546
380,215-902,215,902,0.32805
381,215-903,215,903,0.32805
382,215-904,215,904,0.32805
383,215-905,215,905,0.3337199999999999
384,215-906,215,906,0.34114999999999995
385,215-907,215,907,0.34114999999999995
386,215-908,215,908,0.33612000000000003
387,215-909,215,909,0.34744
388,215-911,215,911,0.32897999999999994
389,215-912,215,912,0.32897999999999994
390,215-914,215,914,0.34814
391,215-915,215,915,0.34418000000000004
392,215-917,215,917,0.35204
393,215-918,215,918,0.35204
394,215-919,215,919,0.3574
395,215-920,215,920,0.3574
396,215-922,215,922,0.36090999999999995
397,215-923,215,923,0.35612999999999995
398,215-924,215,924,0.35612999999999995
399,215-925,215,925,0.35612999999999995
400,215-926,215,926,0.33852000000000004
401,215-927,215,927,0.33852000000000004
402,215-929,215,929,0.32632999999999995
403,216-901,216,901,0.34348999999999996
404,216-903,216,903,0.34348999999999996
405,216-904,216,904,0.34348999999999996
406,216-905,216,905,0.34114999999999995
407,216-906,216,906,0.34114999999999995
408,216-907,216,907,0.34114999999999995
409,216-909,216,909,0.34744
410,216-910,216,910,0.34675
411,216-911,216,911,0.34675
412,216-912,216,912,0.34337999999999996
413,216-913,216,913,0.35988
414,216-914,216,914,0.34814
415,216-915,216,915,0.34418000000000004
416,216-916,216,916,0.34418000000000004
417,216-918,216,918,0.35774
418,216-919,216,919,0.35853999999999997
419,216-921,216,921,0.36068
420,216-922,216,922,0.36090999999999995
421,216-923,216,923,0.35612999999999995
422,216-924,216,924,0.35612999999999995
423,216-925,216,925,0.35006
424,216-926,216,926,0.3500599999999999
425,216-928,216,928,0.32633
426,216-929,216,929,0.32633
427,216-930,216,930,0.32633
428,217-901,217,901,0.34348999999999996
429,217-902,217,902,0.34348999999999996
430,217-903,217,903,0.34348999999999996
431,217-904,217,904,0.34348999999999996
432,217-905,217,905,0.34348999999999996
433,217-906,217,906,0.34114999999999995
434,217-907,217,907,0.34114999999999995
