,Well,X,Y,NTG
0,201-901,201,901,0.23045
1,201-902,201,902,0.23045
2,201-903,201,903,0.23045
3,201-904,201,904,0.23045
4,201-905,201,905,0.23045
5,201-906,201,906,0.23045
6,201-908,201,908,0.23045
7,201-909,201,909,0.30705
8,201-910,201,910,0.30705
9,201-911,201,911,0.30705
10,201-912,201,912,0.31415000000000004
11,201-913,201,913,0.31415000000000004
12,201-915,201,915,0.31415000000000004
13,201-916,201,916,0.39565
14,201-917,201,917,0.39565
15,201-918,201,918,0.39565
16,201-919,201,919,0.39565
17,201-920,201,920,0.4335
18,201-921,201,921,0.4335
19,201-922,201,922,0.4335
20,201-923,201,923,0.4335
21,201-925,201,925,0.4335
22,201-926,201,926,0.39165
23,201-927,201,927,0.39165
24,201-928,201,928,0.39165
25,201-929,201,929,0.351
26,201-930,201,930,0.351
27,202-901,202,901,0.23045
28,202-902,202,902,0.23045
29,202-903,202,903,0.23045
30,202-904,202,904,0.23045
31,202-905,202,905,0.23045
32,202-906,202,906,0.23045
33,202-907,202,907,0.23045
34,202-908,202,908,0.23045
35,202-909,202,909,0.30705
36,202-910,202,910,0.30705
37,202-911,202,911,0.30705
38,202-912,202,912,0.31415000000000004
39,202-913,202,913,0.31415000000000004
40,202-914,202,914,0.31415000000000004
41,202-915,202,915,0.31415000000000004
42,202-916,202,916,0.34145000000000003
43,202-917,202,917,0.39565
44,202-918,202,918,0.39565
45,202-919,202,919,0.386
46,202-920,202,920,0.4335
47,202-921,202,921,0.4335
48,202-923,202,923,0.4335
49,202-924,202,924,0.4335
50,202-926,202,926,0.39165
51,202-927,202,927,0.351
52,202-928,202,928,0.351
53,202-929,202,929,0.351
54,202-930,202,930,0.3067
55,203-901,203,901,0.23045
56,203-903,203,903,0.23045
57,203-904,203,904,0.23045
58,203-905,203,905,0.23045
59,203-907,203,907,0.23045
60,203-908,203,908,0.23045
61,203-909,203,909,0.25880000000000003
62,203-910,203,910,0.30705
63,203-911,203,911,0.31415000000000004
64,203-912,203,912,0.31415000000000004
65,203-913,203,913,0.31415000000000004
66,203-914,203,914,0.31415000000000004
67,203-915,203,915,0.31415000000000004
68,203-916,203,916,0.34145000000000003
69,203-917,203,917,0.34145000000000003
70,203-918,203,918,0.37470000000000003
