,Well,X,Y,NTG
0,201-901,201,901,0.24463415867064664
1,201-902,201,902,0.24733118664568302
2,201-903,201,903,0.24181524983173355
3,201-904,201,904,0.24391357415667494
4,201-905,201,905,0.24145214472307688
5,201-906,201,906,0.23572053412715868
6,201-908,201,908,0.23919903616910287
7,201-909,201,909,0.25168370603815265
8,201-910,201,910,0.2708453562743002
9,201-911,201,911,0.28823531287509774
10,201-912,201,912,0.29808835080053436
11,201-913,201,913,0.3132684150560299
12,201-915,201,915,0.3435965409094296
13,201-916,201,916,0.33762230377561075
14,201-917,201,917,0.3466266202712819
15,201-918,201,918,0.3652350691740273
16,201-919,201,919,0.37052107785575206
17,201-920,201,920,0.377635444097532
18,201-921,201,921,0.3882983102983212
19,201-922,201,922,0.3952305706078071
20,201-923,201,923,0.3991053970536425
21,201-925,201,925,0.3924436028854138
22,201-926,201,926,0.3812510418090696
23,201-927,201,927,0.3687548021845696
24,201-928,201,928,0.3613139516387032
25,201-929,201,929,0.35611391859452807
26,201-930,201,930,0.3528440097849811
27,202-901,202,901,0.24642719983833347
28,202-902,202,902,0.24645015402332976
29,202-903,202,903,0.24524198720843426
30,202-904,202,904,0.23876169584081292
31,202-905,202,905,0.23754663199379283
32,202-906,202,906,0.23620016645159012
33,202-907,202,907,0.23682961280980533
34,202-908,202,908,0.2428311042708397
35,202-909,202,909,0.25283587428556004
36,202-910,202,910,0.2704262318565991
37,202-911,202,911,0.2887428790787039
38,202-912,202,912,0.2970283973011053
39,202-913,202,913,0.3154078427025867
40,202-914,202,914,0.32901528465930463
41,202-915,202,915,0.33923139040405986
42,202-916,202,916,0.3352836093373457
43,202-917,202,917,0.341397608278725
44,202-918,202,918,0.3611367046296494
45,202-919,202,919,0.36775583348677593
46,202-920,202,920,0.37574317567885696
47,202-921,202,921,0.3896589661044331
48,202-923,202,923,0.39584830088610945
49,202-924,202,924,0.3930773505256549
50,202-926,202,926,0.38010645060403037
51,202-927,202,927,0.365985538219927
52,202-928,202,928,0.35729115123107613
53,202-929,202,929,0.35156972255985836
54,202-930,202,930,0.3434199656439578
55,203-901,203,901,0.24807838641166555
56,203-903,203,903,0.24152315866741053
57,203-904,203,904,0.23496563164310386
58,203-905,203,905,0.2369191444052855
59,203-907,203,907,0.23468986651809567
60,203-908,203,908,0.2391246196955316
61,203-909,203,909,0.25476416973581156
62,203-910,203,910,0.27268288895066095
63,203-911,203,911,0.2900280608146223
64,203-912,203,912,0.30526739492833893
65,203-913,203,913,0.3107353284236831
66,203-914,203,914,0.3309203905040896
67,203-915,203,915,0.3318759574323365
68,203-916,203,916,0.3285889362531149
69,203-917,203,917,0.3436929022582187
70,203-918,203,918,0.35527264017077376
71,203-919,203,919,0.3631455017884209
72,203-920,203,920,0.3703939144220097
73,203-921,203,921,0.3787504622123526
74,203-922,203,922,0.38566845671116606
75,203-923,203,923,0.3858631644159407
76,203-924,203,924,0.3835266426197928
77,203-925,203,925,0.38345342192349996
78,203-926,203,926,0.37519630559600353
79,203-927,203,927,0.3613700803397768
80,203-928,203,928,0.34728940101114003
81,203-930,203,930,0.3398896176962457
82,204-901,204,901,0.24616952851865004
83,204-902,204,902,0.24504510437789814
84,204-903,204,903,0.23694411069993007
85,204-905,204,905,0.23356868913724596
86,204-906,204,906,0.23387220249352222
87,204-908,204,908,0.2384531528366487
88,204-909,204,909,0.25562388648427525
89,204-910,204,910,0.27686412517063014
90,204-911,204,911,0.28533651377936264
91,204-912,204,912,0.3044147188394836
92,204-913,204,913,0.31805397319159245
93,204-914,204,914,0.32779572211176145
94,204-915,204,915,0.32706227026878315
95,204-916,204,916,0.3275542643046197
96,204-917,204,917,0.33567285856003526
97,204-918,204,918,0.34248674380267335
98,204-919,204,919,0.35407278543413756
99,204-920,204,920,0.3604973980364285
100,204-921,204,921,0.3682301858286116
101,204-922,204,922,0.36943107176174844
102,204-923,204,923,0.36992766795245235
103,204-924,204,924,0.3764931494592357
104,204-926,204,926,0.3704197301503261
105,204-927,204,927,0.3502749600261971
106,204-928,204,928,0.3420017948626152
107,204-929,204,929,0.33643520920426995
108,204-930,204,930,0.3330443607992305
109,205-901,205,901,0.24907239672905615
110,205-902,205,902,0.24259339033143384
111,205-903,205,903,0.2381088117394143
112,205-904,205,904,0.23386089522840228
113,205-905,205,905,0.23289760656461386
114,205-906,205,906,0.23458374042903007
115,205-907,205,907,0.23441120631563547
116,205-908,205,908,0.24658792176762676
117,205-909,205,909,0.2606139700298916
118,205-910,205,910,0.2817386642497167
119,205-912,205,912,0.30373096800306815
120,205-913,205,913,0.3246735658100334
121,205-914,205,914,0.3293139324750165
122,205-915,205,915,0.3268839636971139
123,205-917,205,917,0.33533641163363315
124,205-918,205,918,0.3483735073844313
125,205-919,205,919,0.3505147981426656
126,205-920,205,920,0.3599420957983941
127,205-921,205,921,0.3617816148866834
128,205-922,205,922,0.3649933260332873
129,205-924,205,924,0.3678114633882004
130,205-925,205,925,0.3682739947872332
131,205-926,205,926,0.35169204650967695
132,205-928,205,928,0.33369636495620963
133,205-929,205,929,0.3186669239327913
134,205-930,205,930,0.3192008468664277
135,206-901,206,901,0.2508470470504148
136,206-902,206,902,0.2483209533180756
137,206-903,206,903,0.2411341504407601
138,206-904,206,904,0.23882471072580547
139,206-905,206,905,0.23693784600418533
140,206-906,206,906,0.23465830116137035
141,206-907,206,907,0.23433513164865005
142,206-908,206,908,0.24895375419567514
143,206-909,206,909,0.26588419185809364
144,206-910,206,910,0.2954580880502836
145,206-911,206,911,0.30121839663148364
146,206-913,206,913,0.32541927196942955
147,206-915,206,915,0.3397448562168049
148,206-916,206,916,0.3397451956413195
149,206-917,206,917,0.3388025793320478
150,206-918,206,918,0.34416603287541325
151,206-919,206,919,0.3433423641630866
152,206-920,206,920,0.3442950924327037
153,206-921,206,921,0.3522351974193206
154,206-922,206,922,0.3520816549686598
155,206-923,206,923,0.353498272069337
156,206-924,206,924,0.3613000302887569
157,206-925,206,925,0.35305490419997454
158,206-926,206,926,0.3377122398509488
159,206-927,206,927,0.3298984182470774
160,206-928,206,928,0.3188551397801852
161,206-930,206,930,0.3067276634026242
162,207-901,207,901,0.253948843826688
163,207-902,207,902,0.2521408277260449
164,207-903,207,903,0.2498272457408691
165,207-904,207,904,0.24700078776200954
166,207-905,207,905,0.2393499261791433
167,207-906,207,906,0.23600401050353892
168,207-908,207,908,0.24802885339072978
169,207-909,207,909,0.27919294008822404
170,207-911,207,911,0.3043110862450742
171,207-913,207,913,0.3253069540076136
172,207-914,207,914,0.345754841242817
173,207-915,207,915,0.35684302286153763
174,207-916,207,916,0.3488150178566357
175,207-917,207,917,0.34817289067443025
176,207-918,207,918,0.3415893757412839
177,207-920,207,920,0.3388918286748871
178,207-921,207,921,0.34506860938057726
179,207-922,207,922,0.34714695926053635
180,207-923,207,923,0.3464899176005243
181,207-924,207,924,0.34936545777015576
182,207-925,207,925,0.34170237764557493
183,207-926,207,926,0.32780438514159577
184,207-928,207,928,0.3154785296814365
185,207-929,207,929,0.3058968661932194
186,208-901,208,901,0.2670699061495604
187,208-902,208,902,0.2655302328782618
188,208-903,208,903,0.25541443507299716
189,208-904,208,904,0.25957918066703367
190,208-905,208,905,0.25581506728247994
191,208-906,208,906,0.24570357886019523
192,208-907,208,907,0.2430408224522851
193,208-908,208,908,0.25405026417068327
194,208-909,208,909,0.2782138975336797
195,208-910,208,910,0.30613641804501257
196,208-911,208,911,0.3171109859362988
197,208-912,208,912,0.3318039426171219
198,208-913,208,913,0.34387733557763
199,208-914,208,914,0.3597532014127146
200,208-916,208,916,0.364943397989914
201,208-917,208,917,0.36223518538008487
202,208-918,208,918,0.34578828091086505
203,208-920,208,920,0.3378235607201129
204,208-921,208,921,0.3436870013960415
205,208-922,208,922,0.34191990753511814
206,208-923,208,923,0.3410424302597285
207,208-924,208,924,0.34156633849342694
208,208-926,208,926,0.33017172993579746
209,208-927,208,927,0.3251021492940528
210,208-928,208,928,0.3200005303997846
211,208-929,208,929,0.31463848059142585
212,208-930,208,930,0.30887147539499926
213,209-901,209,901,0.27215887393553595
214,209-902,209,902,0.2715696090896086
215,209-903,209,903,0.2703164758964174
216,209-904,209,904,0.26791887991491625
217,209-905,209,905,0.263360489204224
